id	url	nota
secult_cartilha_licc_2022	https://secult.es.gov.br/media/2022/Cartilha%20de%20Lan%C3%A7amento%20-%20Licc.pdf	cartilha de lançamento: objetivos ou metas declarados? (C01)
secult_portaria_conjunta_2022	https://secult.es.gov.br/media/2022/Portaria%20Conjunta%20SECULT%20-%20SEFAZ.pdf	portaria conjunta de 2022
secult_termo_compromisso_2024	https://secult.es.gov.br/media/LICC_2024/Anexo%20VIII%20-%20Termo%20de%20Compromisso%20de%20Patroc%C3%ADnio.pdf	modelo de termo de compromisso da IN 2024
secult_recursos_captados	https://secult.es.gov.br/recursos-financeiros-captados	página dos anexos de captação (links dos PDFs de cada ano)
secult_captados_2026_pdf	https://secult.es.gov.br/media/2026/RECURSO%20FINANCEIRO%20CAPTADO%20-%202026-2.pdf	captação 2026 por cota (Total Captado por cota)
secult_pagina_licc	https://secult.es.gov.br/lei-de-incentivo-a-cultura-licc	página institucional da LICC
pmc_cluster_cv_2015	https://pmc.ncbi.nlm.nih.gov/articles/PMC4382318/	forma exata do efeito de desenho com cv (Eldridge et al., 2006)
secult_noticia_cultura_em_dados	https://secult.es.gov.br/Noticia/cultura-em-dados-evento-apresenta-resultados-de-pesquisa-sobre-a-lei-de-incentivo-a-cultura-capixaba-licc-e-o-boletim-da-economia-criativa	IJSN/SECULT: resultados preliminares da avaliação da LICC (variante /Noticia/)
secult_noticia_ijsn_impactos	https://secult.es.gov.br/Noticia/secult-e-ijsn-divulgam-estudo-sobre-impactos-das-politicas-culturais-capixabas-durante-o-evento-cultura-em-dados	estudo IJSN (variante /Noticia/)
secult_captados_2022_pdf	https://secult.es.gov.br/media/PDF/2023/RECURSO%20FINANCEIRO%20CAPTADO%20-%202022.pdf	captação 2022 por cota e por projeto
secult_captados_2023_pdf	https://secult.es.gov.br/media/2023/RECURSO%20FINANCEIRO%20CAPTADO%20-%202023.pdf	captação 2023 por cota e por projeto
secult_captados_2024_pdf	https://secult.es.gov.br/media/2024/RECURSO%20FINANCEIRO%20CAPTADO%20-%202024%20%286%29.pdf	captação 2024 por cota e por projeto
secult_captados_2025_v17_pdf	https://secult.es.gov.br/media/2025/RECURSO%20FINANCEIRO%20CAPTADO%20-%202025%20%2817%29.pdf	captação 2025, versão (17): comparar com a transcrição do licc.gov e ler o total por cota
mapa_cultural_api_eventos	https://mapa.cultura.es.gov.br/api/event/find?@select=id,name,terms,classificacaoEtaria&@limit=5	API pública do Mapa Cultural ES: eventos com linguagem (teste de acesso)
salic_api_incentivadores_es	https://api.salic.cultura.gov.br/api/v1/incentivadores?uf=ES&limit=100&format=json	H1: incentivadores da Rouanet no ES por CNPJ (substituição Rouanet × LICC)
mapa_api_oportunidade_1878	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,registrationFrom,registrationTo,status,shortDescription&id=EQ(1878)	H3: oportunidade LICC 2025 (datas, campos públicos)
mapa_api_inscricoes_1878	https://mapa.cultura.es.gov.br/api/registration/find?@select=id,status&opportunity=EQ(1878)&@limit=5	H3: inscrições da LICC 2025 são públicas? (licc.gov diz que exigem JWT)
mapa_api_agentes_amostra	https://mapa.cultura.es.gov.br/api/agent/find?@select=id,name,terms,type&@limit=5	H3: agentes culturais com área de atuação (elegíveis que não se inscrevem)
secult_lote_2025_74	https://secult.es.gov.br/Media/Secult/2024_2/LISTA%20DE%20PROJETOS%20HABILITADOS.pdf	H3: lote de habilitados ANO 2025 (74), para datar a habilitação antes/depois da Portaria 062-S
secult_lote_2025_41	https://secult.es.gov.br/Media/Secult/2025/LISTA%20DE%20PROJETOS%20HABILITADOS%20.pdf	H3: lote de habilitados ANO 2025 (41)
secult_noticia_apresentacoes_licc	https://secult.es.gov.br/Not%C3%ADcia/eventos-de-apresentacao-da-lei-de-incentivo-a-cultura-capixaba-licc-percorrem-estado	H3: municípios que receberam apresentações da LICC (divulgação reduz atrito?)
salic_incentivador_00827783000181	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=00827783000181&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_00827783000505	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=00827783000505&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_00827783002044	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=00827783002044&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_02689900000113	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=02689900000113&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03380787000233	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03380787000233&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717000122	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717000122&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717000203	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717000203&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717000556	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717000556&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001285	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001285&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001366	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001366&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001528	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001528&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001609	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001609&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001790	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001790&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717001870	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717001870&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717002508	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717002508&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717003571	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717003571&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_03845717004039	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=03845717004039&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_04023387000152	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=04023387000152&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_04330073000100	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=04330073000100&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_05069718000310	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=05069718000310&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_06248349000476	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=06248349000476&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_06955576000199	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=06955576000199&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_07526557001181	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=07526557001181&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_07548056000124	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=07548056000124&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_08625038000161	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=08625038000161&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_09492311000190	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=09492311000190&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_11277336000112	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=11277336000112&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_22280114000175	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=22280114000175&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_27340074000808	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=27340074000808&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_27555390000112	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=27555390000112&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_27555390000546	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=27555390000546&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_28152650000171	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=28152650000171&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31731169000145	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31731169000145&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31759699000100	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31759699000100&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31759699000282	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31759699000282&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31759699000363	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31759699000363&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31790710000196	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31790710000196&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_31819139000195	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=31819139000195&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_34307295000165	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=34307295000165&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_39786983000179	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=39786983000179&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_39786983000411	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=39786983000411&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_39786983001221	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=39786983001221&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_39786983001736	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=39786983001736&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_45901867000156	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=45901867000156&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_45901867000318	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=45901867000318&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
salic_incentivador_71189278000520	https://api.salic.cultura.gov.br/api/v1/incentivadores?cgccpf=71189278000520&format=json	H1: patrocinador LICC 2025 também incentiva pela Rouanet? (substituição)
mapa_api_oportunidades_licc	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,registrationFrom,registrationTo,status,parent&name=LIKE(*LICC*)	H3: janelas de inscrição da LICC por ano (atrito: prazo, fechamento)
mapa_api_oportunidades_incentivo	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,registrationFrom,registrationTo,status&name=LIKE(*INCENTIVO*CULTURA*)	H3: oportunidades da LICC com outro nome
mapa_api_agentes_contagem	https://mapa.cultura.es.gov.br/api/agent/find?@select=id&@count=1	H3: universo de agentes culturais no Mapa Cultural ES
mapa_api_agentes_contagem_individual	https://mapa.cultura.es.gov.br/api/agent/find?@select=id&type=EQ(1)&@count=1	H3: agentes individuais
mapa_api_agentes_contagem_coletivo	https://mapa.cultura.es.gov.br/api/agent/find?@select=id&type=EQ(2)&@count=1	H3: agentes coletivos
salic_api_incentivadores_uf_es	https://api.salic.cultura.gov.br/api/v1/incentivadores?UF=ES&limit=100&format=json	H1: filtro por UF (uf=ES foi ignorado)
secult_licc_pareceristas	https://secult.es.gov.br/LICC	H2a: edital de credenciamento de pareceristas (modelo de parecer tem nota?)
secult_credenciamento	https://secult.es.gov.br/credenciamento	H2a: resultados do credenciamento de pareceristas
mapa_api_fases_1878	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,parent,registrationFrom,registrationTo,evaluationMethodConfiguration&parent=EQ(1878)	H2a: fases da LICC 2025 e método de avaliação de cada uma
mapa_api_fases_2317	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,parent,registrationFrom,registrationTo,evaluationMethodConfiguration&parent=EQ(2317)	H2a: fases da LICC 2026
mapa_api_fases_1415	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,parent,registrationFrom,registrationTo,evaluationMethodConfiguration&parent=EQ(1415)	H2a: fases da LICC 2024
mapa_api_oportunidade_378	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,shortDescription,longDescription,registrationFrom,registrationTo,evaluationMethodConfiguration&@files=(downloads):url,name&id=EQ(378)	H2a: edital de pareceristas LICC 2022 no Mapa Cultural (anexos)
mapa_api_oportunidade_1878_arquivos	https://mapa.cultura.es.gov.br/api/opportunity/find?@select=id,name,longDescription,evaluationMethodConfiguration&@files=(downloads):url,name&id=EQ(1878)	H2a: anexos da oportunidade LICC 2025 (formulários, modelo de parecer)
mapa_api_avaliacao_config_1878	https://mapa.cultura.es.gov.br/api/evaluationMethodConfiguration/find?@select=id,type,opportunity,criteria,sections,quotas&opportunity=EQ(1878)	H2a: configuração do método de avaliação (critérios e notas, se houver)
